,0
<http://dbpedia.org/resource/Bridget_Jones's_Diary_(film)>,23
<http://dbpedia.org/resource/T_Bone_Burnett>,23
<http://dbpedia.org/resource/Joseph_Stalin>,23
<http://dbpedia.org/resource/Keira_Knightley>,23
<http://dbpedia.org/resource/The_Fugitive_(1993_film)>,23
<http://dbpedia.org/resource/North_Carolina_Agricultural_and_Technical_State_University>,23
<http://dbpedia.org/resource/George_Barnes_(cinematographer)>,23
<http://dbpedia.org/resource/David_Healy_(footballer)>,23
<http://dbpedia.org/resource/The_Amazing_Spider-Man_(2012_film)>,23
<http://dbpedia.org/resource/Sherlock_Holmes:_A_Game_of_Shadows>,23
<http://dbpedia.org/resource/Karachi>,23
<http://dbpedia.org/resource/Marmaduke_(film)>,23
<http://dbpedia.org/resource/Greater_Los_Angeles_Area>,23
<http://dbpedia.org/resource/Kristin_Scott_Thomas>,23
<http://dbpedia.org/resource/Tom_Scott_(musician)>,23
<http://dbpedia.org/resource/Boston_Latin_School>,23
<http://dbpedia.org/resource/Sheena_Easton>,23
<http://dbpedia.org/resource/John_C._Reilly>,23
<http://dbpedia.org/resource/Bryan_Cranston>,23
"<http://dbpedia.org/resource/Kern_County,_California>",23
<http://dbpedia.org/resource/RuPaul>,23
<http://dbpedia.org/resource/Philips_Records>,23
<http://dbpedia.org/resource/Matthew_Broderick>,23
<http://dbpedia.org/resource/Groucho_Marx>,23
<http://dbpedia.org/resource/Sin_City_(film)>,23
<http://dbpedia.org/resource/Roy_Carroll>,23
"<http://dbpedia.org/resource/Virginia_Beach,_Virginia>",23
<http://dbpedia.org/resource/Poitou-Charentes>,23
<http://dbpedia.org/resource/Best_in_Show_(film)>,23
<http://dbpedia.org/resource/Kiev>,23
<http://dbpedia.org/resource/Hamburg>,23
<http://dbpedia.org/resource/Uttarakhand>,23
<http://dbpedia.org/resource/Hermann_Hesse>,23
<http://dbpedia.org/resource/Italian_Americans>,23
<http://dbpedia.org/resource/Air_Force_One_(film)>,23
<http://dbpedia.org/resource/Craig_Bellamy>,23
<http://dbpedia.org/resource/Sven_Nykvist>,23
<http://dbpedia.org/resource/Giant_Records_(Warner)>,23
"<http://dbpedia.org/resource/Paterson,_New_Jersey>",23
<http://dbpedia.org/resource/Shanghai_Knights>,23
<http://dbpedia.org/resource/Christian_rock>,23
<http://dbpedia.org/resource/University_of_Iowa>,23
<http://dbpedia.org/resource/The_Dictator_(2012_film)>,23
<http://dbpedia.org/resource/Stephen_Harper>,23
<http://dbpedia.org/resource/Joe_Cocker>,23
"<http://dbpedia.org/resource/Flint,_Michigan>",23
<http://dbpedia.org/resource/Italo_Calvino>,23
<http://dbpedia.org/resource/This_Means_War_(film)>,23
"<http://dbpedia.org/resource/Mount_Vernon,_New_York>",23
"<http://dbpedia.org/resource/Crazy,_Stupid,_Love>",23
"<http://dbpedia.org/resource/Winston-Salem,_North_Carolina>",23
<http://dbpedia.org/resource/Health_care>,23
<http://dbpedia.org/resource/Cast_Away>,23
"<http://dbpedia.org/resource/Armstrong,_Louis_""Pops"">",23
<http://dbpedia.org/resource/Bobby_Cannavale>,23
<http://dbpedia.org/resource/Carla_Gugino>,23
"<http://dbpedia.org/resource/Yakima,_Washington>",23
<http://dbpedia.org/resource/Niels_Bohr>,23
<http://dbpedia.org/resource/Never_Say_Never_Again>,23
<http://dbpedia.org/resource/Happy_Madison_Productions>,23
<http://dbpedia.org/resource/North_Korea>,23
<http://dbpedia.org/resource/The_Mary_Tyler_Moore_Show>,23
<http://dbpedia.org/resource/Tootsie>,23
<http://dbpedia.org/resource/The_Delta_Force>,23
<http://dbpedia.org/resource/Ajith_Kumar>,23
<http://dbpedia.org/resource/Psychobilly>,23
<http://dbpedia.org/resource/Marcel_Proust>,23
<http://dbpedia.org/resource/Miguel_de_Cervantes>,23
"<http://dbpedia.org/resource/Logan,_Utah>",23
<http://dbpedia.org/resource/Nick_Mason>,23
<http://dbpedia.org/resource/Liberal_Party_of_Australia>,23
<http://dbpedia.org/resource/The_Penguins_of_Madagascar>,23
<http://dbpedia.org/resource/Hannibal_Rising_(film)>,23
<http://dbpedia.org/resource/Elizabeth_(film)>,23
<http://dbpedia.org/resource/James_Burrows>,23
<http://dbpedia.org/resource/Mario_Puzo>,23
<http://dbpedia.org/resource/Nairobi>,23
<http://dbpedia.org/resource/Noam_Chomsky>,23
<http://dbpedia.org/resource/Basic_Instinct_2>,23
<http://dbpedia.org/resource/Coldplay>,23
<http://dbpedia.org/resource/Missouri_River>,23
<http://dbpedia.org/resource/Anna_Paquin>,22
<http://dbpedia.org/resource/Nickelback>,22
<http://dbpedia.org/resource/University_of_San_Diego>,22
<http://dbpedia.org/resource/Union_Army>,22
<http://dbpedia.org/resource/Progressive_Conservative_Party_of_Ontario>,22
<http://dbpedia.org/resource/Aaron_Spelling>,22
<http://dbpedia.org/resource/Jeffrey_Jones>,22
<http://dbpedia.org/resource/Battle_of_Britain_(film)>,22
<http://dbpedia.org/resource/The_Larry_Sanders_Show>,22
<http://dbpedia.org/resource/Three_Kings_(1999_film)>,22
<http://dbpedia.org/resource/Saskatoon>,22
<http://dbpedia.org/resource/American_Wedding>,22
<http://dbpedia.org/resource/Oliver_Reed>,22
<http://dbpedia.org/resource/Guy_Pearce>,22
<http://dbpedia.org/resource/Men_in_Black_II>,22
<http://dbpedia.org/resource/Conspiracy_Theory_(film)>,22
<http://dbpedia.org/resource/Christina_Aguilera>,22
<http://dbpedia.org/resource/Dark_Invasion>,22
<http://dbpedia.org/resource/Austin_Powers:_The_Spy_Who_Shagged_Me>,22
<http://dbpedia.org/resource/No_Doubt>,22
<http://dbpedia.org/resource/Ben_Kingsley>,22
<http://dbpedia.org/resource/Moscow_State_University>,22
<http://dbpedia.org/resource/The_World_Is_Not_Enough>,22
<http://dbpedia.org/resource/Judy_Davis>,22
<http://dbpedia.org/resource/Spy_Kids_3-D:_Game_Over>,22
<http://dbpedia.org/resource/Fred_Willard>,22
<http://dbpedia.org/resource/Scream_3>,22
<http://dbpedia.org/resource/Scream_2>,22
<http://dbpedia.org/resource/Heaven_Can_Wait_(1978_film)>,22
<http://dbpedia.org/resource/Cash_Money_Records>,22
<http://dbpedia.org/resource/Picket_Fences>,22
<http://dbpedia.org/resource/Nuclear_Blast>,22
<http://dbpedia.org/resource/Charlie's_Angels_(film)>,22
<http://dbpedia.org/resource/Pierce_Brosnan>,22
<http://dbpedia.org/resource/Top_Gun>,22
<http://dbpedia.org/resource/Lena_Olin>,22
<http://dbpedia.org/resource/What_Lies_Beneath>,22
<http://dbpedia.org/resource/Christopher_Cross>,22
<http://dbpedia.org/resource/Apollo_13_(film)>,22
<http://dbpedia.org/resource/Tony_Bennett>,22
<http://dbpedia.org/resource/Resident_Evil:_Apocalypse>,22
<http://dbpedia.org/resource/JoBeth_Williams>,22
<http://dbpedia.org/resource/Vince_Vaughn>,22
<http://dbpedia.org/resource/Bill_Wyman>,22
<http://dbpedia.org/resource/Lily_Tomlin>,22
"<http://dbpedia.org/resource/Teaneck,_New_Jersey>",22
"<http://dbpedia.org/resource/East_Orange,_New_Jersey>",22
<http://dbpedia.org/resource/Southern_Methodist_University>,22
<http://dbpedia.org/resource/Charles_Stross>,22
<http://dbpedia.org/resource/Ricky_Nelson>,22
"<http://dbpedia.org/resource/New_Bedford,_Massachusetts>",22
<http://dbpedia.org/resource/College_of_the_Holy_Cross>,22
<http://dbpedia.org/resource/Velvet_Goldmine>,22
"<http://dbpedia.org/resource/Oak_Park,_Illinois>",22
<http://dbpedia.org/resource/Fontana_Records>,22
<http://dbpedia.org/resource/Bob_Newhart>,22
<http://dbpedia.org/resource/Timothy_Dalton>,22
<http://dbpedia.org/resource/Enemy_at_the_Gates>,22
<http://dbpedia.org/resource/Small_Soldiers>,22
<http://dbpedia.org/resource/Walter_Benjamin>,22
<http://dbpedia.org/resource/Lounge_music>,22
<http://dbpedia.org/resource/Hugo_Weaving>,22
<http://dbpedia.org/resource/Wild_at_Heart_(film)>,22
"<http://dbpedia.org/resource/Plano,_Texas>",22
<http://dbpedia.org/resource/Rupert_Holmes>,22
<http://dbpedia.org/resource/University_of_Colorado_Boulder>,22
<http://dbpedia.org/resource/Christopher_Doyle>,22
<http://dbpedia.org/resource/Booker_T._Jones>,22
"<http://dbpedia.org/resource/Reading,_Pennsylvania>",22
"<http://dbpedia.org/resource/Peoria,_Illinois>",22
<http://dbpedia.org/resource/Scrubs_(TV_series)>,22
<http://dbpedia.org/resource/Rushmore_(film)>,22
<http://dbpedia.org/resource/Alan_Cumming>,22
<http://dbpedia.org/resource/John_Waters>,22
<http://dbpedia.org/resource/A_Bug's_Life>,22
<http://dbpedia.org/resource/Def_Leppard>,22
<http://dbpedia.org/resource/Stevens_Institute_of_Technology>,22
<http://dbpedia.org/resource/Treasure_Planet>,22
<http://dbpedia.org/resource/Pat_Metheny_Group>,22
"<http://dbpedia.org/resource/Mountain_View,_California>",22
<http://dbpedia.org/resource/The_Temptations>,22
<http://dbpedia.org/resource/Nelson_Riddle>,22
<http://dbpedia.org/resource/Celine_Dion>,22
<http://dbpedia.org/resource/James_L._Brooks>,22
<http://dbpedia.org/resource/Ian_MacKaye>,22
<http://dbpedia.org/resource/Chris_Tucker>,22
<http://dbpedia.org/resource/The_Ghost_and_the_Darkness>,22
<http://dbpedia.org/resource/Darren_Aronofsky>,22
<http://dbpedia.org/resource/Working_Title_Films>,22
<http://dbpedia.org/resource/University_of_Wyoming>,22
<http://dbpedia.org/resource/The_Talented_Mr._Ripley_(film)>,22
<http://dbpedia.org/resource/Portal:Nautical/August/02/Selected_article>,22
<http://dbpedia.org/resource/King_Arthur_(film)>,22
"<http://dbpedia.org/resource/Lake_Charles,_Louisiana>",22
<http://dbpedia.org/resource/Sepultura>,22
<http://dbpedia.org/resource/University_of_Georgia>,22
<http://dbpedia.org/resource/Shashi_Kapoor>,22
<http://dbpedia.org/resource/Lost_in_Space_(film)>,22
<http://dbpedia.org/resource/Barry_Levinson>,22
<http://dbpedia.org/resource/L.A._Law>,22
<http://dbpedia.org/resource/Chris_Columbus_(filmmaker)>,22
<http://dbpedia.org/resource/Mark_Burnett>,22
<http://dbpedia.org/resource/Seol_Ki-hyeon>,22
<http://dbpedia.org/resource/Zach_Braff>,22
<http://dbpedia.org/resource/East_Riding_of_Yorkshire>,22
<http://dbpedia.org/resource/Sleepers_(film)>,22
<http://dbpedia.org/resource/A._R._Rahman>,22
<http://dbpedia.org/resource/Neil_Jordan>,22
<http://dbpedia.org/resource/The_Rainmaker_(1997_film)>,22
<http://dbpedia.org/resource/Norman_Mailer>,22
<http://dbpedia.org/resource/David_Carradine>,22
<http://dbpedia.org/resource/Anti-folk>,22
<http://dbpedia.org/resource/Mission:_Impossible_(film)>,22
<http://dbpedia.org/resource/Dead_Man>,22
<http://dbpedia.org/resource/Berkshire_Hathaway>,22
<http://dbpedia.org/resource/Daniel_Lanois>,22
<http://dbpedia.org/resource/The_Newton_Boys>,22
<http://dbpedia.org/resource/A_League_of_Their_Own>,22
"<http://dbpedia.org/resource/Hamilton,_Ohio>",22
<http://dbpedia.org/resource/Garry_Marshall>,22
<http://dbpedia.org/resource/Meet_Joe_Black>,22
<http://dbpedia.org/resource/General_Hospital>,22
<http://dbpedia.org/resource/Math_rock>,22
<http://dbpedia.org/resource/The_Boondocks_(TV_series)>,22
<http://dbpedia.org/resource/Kate_Winslet>,22
<http://dbpedia.org/resource/Virginia_Woolf>,22
<http://dbpedia.org/resource/A_Midsummer_Night's_Dream_(1999_film)>,22
<http://dbpedia.org/resource/William_J._Bell>,22
<http://dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill>,22
<http://dbpedia.org/resource/Milan>,22
<http://dbpedia.org/resource/York>,22
<http://dbpedia.org/resource/Brendan_Gleeson>,22
<http://dbpedia.org/resource/Love_Affair_(1994_film)>,22
<http://dbpedia.org/resource/William_Goldman>,22
<http://dbpedia.org/resource/University_of_Toronto>,22
<http://dbpedia.org/resource/Marc_Joseph>,22
<http://dbpedia.org/resource/Miley_Cyrus>,22
<http://dbpedia.org/resource/Democratic-Republican_Party>,22
<http://dbpedia.org/resource/Shia_LaBeouf>,22
<http://dbpedia.org/resource/Guy_Ritchie>,22
"<http://dbpedia.org/resource/University_of_California,_Davis>",22
"<http://dbpedia.org/resource/University_of_California,_Santa_Cruz>",22
<http://dbpedia.org/resource/John_Bailey_(cinematographer)>,22
<http://dbpedia.org/resource/Taito_Corporation>,22
<http://dbpedia.org/resource/A_Simple_Plan_(film)>,22
<http://dbpedia.org/resource/Mecklenburg-Vorpommern>,22
<http://dbpedia.org/resource/Tommy_Boy_Records>,22
<http://dbpedia.org/resource/I'm_Not_There>,22
<http://dbpedia.org/resource/European_theatre_of_World_War_I>,22
<http://dbpedia.org/resource/Richard_Burton>,22
<http://dbpedia.org/resource/George_Michael>,22
<http://dbpedia.org/resource/Mel_Blanc>,22
<http://dbpedia.org/resource/The_Man_in_the_Iron_Mask_(1998_film)>,22
<http://dbpedia.org/resource/Gary_Cooper>,22
<http://dbpedia.org/resource/The_Nutty_Professor_(1996_film)>,22
<http://dbpedia.org/resource/Albert_Finney>,22
<http://dbpedia.org/resource/Silver_Pictures>,22
<http://dbpedia.org/resource/Manchester_Metropolitan_University>,22
"<http://dbpedia.org/resource/Clifton_Collins,_Jr.>",22
<http://dbpedia.org/resource/Mickey_Rooney>,22
<http://dbpedia.org/resource/Gillian_Anderson>,22
<http://dbpedia.org/resource/Magnolia_Pictures>,22
<http://dbpedia.org/resource/Ingrid_Bergman>,22
<http://dbpedia.org/resource/The_Name_of_the_Rose_(film)>,22
<http://dbpedia.org/resource/Monterrey>,22
<http://dbpedia.org/resource/Thessaloniki>,22
<http://dbpedia.org/resource/Walk_Hard:_The_Dewey_Cox_Story>,22
<http://dbpedia.org/resource/Crimes_and_Misdemeanors>,22
<http://dbpedia.org/resource/New_Order>,22
<http://dbpedia.org/resource/Jim_Clark_(film_editor)>,22
<http://dbpedia.org/resource/Thor_(film)>,22
<http://dbpedia.org/resource/Rice_University>,22
<http://dbpedia.org/resource/Russell_Crowe>,22
<http://dbpedia.org/resource/Adam_McKay>,22
<http://dbpedia.org/resource/Richard_Matheson>,22
<http://dbpedia.org/resource/Terminator_Salvation>,22
<http://dbpedia.org/resource/Irrfan_Khan>,22
<http://dbpedia.org/resource/G.I._Joe:_The_Rise_of_Cobra>,22
<http://dbpedia.org/resource/Pierre_Trudeau>,22
<http://dbpedia.org/resource/Rajasthan>,22
<http://dbpedia.org/resource/Oswald_Morris>,22
<http://dbpedia.org/resource/Cirque_du_Freak:_The_Vampire's_Assistant>,22
<http://dbpedia.org/resource/Alexander_(2004_film)>,22
<http://dbpedia.org/resource/Daredevil_(film)>,22
<http://dbpedia.org/resource/Plymouth>,22
<http://dbpedia.org/resource/W._(film)>,22
<http://dbpedia.org/resource/Panama>,22
<http://dbpedia.org/resource/Gary_Goetzman>,22
<http://dbpedia.org/resource/Domino_(film)>,22
<http://dbpedia.org/resource/Colbie_Caillat>,22
<http://dbpedia.org/resource/Twilight_Zone:_The_Movie>,22
"<http://dbpedia.org/resource/Denton_County,_Texas>",22
<http://dbpedia.org/resource/The_Kite_Runner_(film)>,22
<http://dbpedia.org/resource/Kristen_Bell>,22
<http://dbpedia.org/resource/The_Happening_(2008_film)>,22
<http://dbpedia.org/resource/Angels_in_America_(miniseries)>,22
<http://dbpedia.org/resource/Chuck_(TV_series)>,22
<http://dbpedia.org/resource/Wellington_Phoenix_FC>,22
<http://dbpedia.org/resource/Revolutionary_Road_(film)>,22
<http://dbpedia.org/resource/Texas_A&M_Forest_Service>,22
<http://dbpedia.org/resource/Sinhalese_people>,22
<http://dbpedia.org/resource/Star_Trek:_First_Contact>,22
<http://dbpedia.org/resource/Keith_Forsey>,22
<http://dbpedia.org/resource/Shackleton_(TV_serial)>,22
<http://dbpedia.org/resource/Simon_Fraser_University>,22
<http://dbpedia.org/resource/Stephen_Jay_Gould>,22
<http://dbpedia.org/resource/Fernando_Trueba>,22
<http://dbpedia.org/resource/Aishwarya_Rai_Bachchan>,22
<http://dbpedia.org/resource/Electropunk>,22
<http://dbpedia.org/resource/Giuseppe_Colucci_(footballer)>,22
"<http://dbpedia.org/resource/Savannah,_Georgia>",22
<http://dbpedia.org/resource/Leiden>,22
<http://dbpedia.org/resource/Richard_Price_(writer)>,22
<http://dbpedia.org/resource/EA_Canada>,22
<http://dbpedia.org/resource/Ocean's_Eleven>,22
<http://dbpedia.org/resource/The_Color_Purple_(film)>,22
<http://dbpedia.org/resource/Capote_(film)>,22
<http://dbpedia.org/resource/Hollywood_High_School>,22
<http://dbpedia.org/resource/Eat_Bulaga!>,22
<http://dbpedia.org/resource/Jon_Peters>,22
<http://dbpedia.org/resource/The_Hours_(film)>,22
<http://dbpedia.org/resource/Festival_Records>,22
<http://dbpedia.org/resource/Donnie_Darko>,22
<http://dbpedia.org/resource/The_Patriot_(2000_film)>,22
<http://dbpedia.org/resource/National_and_Kapodistrian_University_of_Athens>,22
<http://dbpedia.org/resource/Dangerous_Liaisons>,22
<http://dbpedia.org/resource/Little_Shop_of_Horrors_(film)>,22
<http://dbpedia.org/resource/Jodhaa_Akbar>,22
<http://dbpedia.org/resource/The_Life_and_Death_of_Peter_Sellers>,22
"<http://dbpedia.org/resource/Springfield,_Illinois>",22
<http://dbpedia.org/resource/Shane_(film)>,22
<http://dbpedia.org/resource/Scoop_(2006_film)>,22
<http://dbpedia.org/resource/Amazing_Grace_(2006_film)>,22
<http://dbpedia.org/resource/Babel_(film)>,22
<http://dbpedia.org/resource/American_Psycho_(film)>,22
<http://dbpedia.org/resource/Joseph_Ruttenberg>,22
<http://dbpedia.org/resource/The_Weather_Man>,22
<http://dbpedia.org/resource/Oliver_Twist_(2005_film)>,22
<http://dbpedia.org/resource/The_Cassandra_Crossing>,22
<http://dbpedia.org/resource/Howard_Gordon>,22
<http://dbpedia.org/resource/Color_of_Night>,22
<http://dbpedia.org/resource/Robert_Towne>,22
<http://dbpedia.org/resource/Evita_(1996_film)>,22
<http://dbpedia.org/resource/Hasbro>,22
<http://dbpedia.org/resource/Michelle_Ruff>,22
<http://dbpedia.org/resource/The_Women_of_Brewster_Place_(miniseries)>,22
<http://dbpedia.org/resource/Hilary_Haag>,22
<http://dbpedia.org/resource/Jennifer_Coolidge>,22
<http://dbpedia.org/resource/Zhang_Ziyi>,22
<http://dbpedia.org/resource/Kevin_Michael_Richardson>,22
<http://dbpedia.org/resource/Jane_Fonda>,22
<http://dbpedia.org/resource/End_of_Days_(film)>,22
<http://dbpedia.org/resource/A_Place_in_the_Sun_(film)>,22
<http://dbpedia.org/resource/Mrs_Henderson_Presents>,22
<http://dbpedia.org/resource/Jordin_Sparks>,22
<http://dbpedia.org/resource/Hyphy>,22
<http://dbpedia.org/resource/Shane_Smeltz>,22
<http://dbpedia.org/resource/The_Dark_Knight_(film)>,22
<http://dbpedia.org/resource/The_Da_Vinci_Code_(film)>,22
<http://dbpedia.org/resource/Joan_Collins>,22
<http://dbpedia.org/resource/Katie_Holmes>,22
<http://dbpedia.org/resource/Sophie's_Choice_(film)>,22
<http://dbpedia.org/resource/American_Academy_of_Dramatic_Arts>,22
<http://dbpedia.org/resource/505_Games>,22
<http://dbpedia.org/resource/Alex_Gibney>,22
<http://dbpedia.org/resource/Return_of_the_Jedi>,22
"<http://dbpedia.org/resource/Ventura_County,_California>",22
<http://dbpedia.org/resource/Nicosia>,22
"<http://dbpedia.org/resource/Lexington,_Kentucky>",22
"<http://dbpedia.org/resource/Lancaster,_Pennsylvania>",22
<http://dbpedia.org/resource/Jack_Benny>,22
<http://dbpedia.org/resource/August_Strindberg>,22
<http://dbpedia.org/resource/Houssine_Kharja>,22
<http://dbpedia.org/resource/The_Devil_Wears_Prada_(film)>,22
<http://dbpedia.org/resource/Henry_James>,22
<http://dbpedia.org/resource/Tufts_University>,22
<http://dbpedia.org/resource/War_and_Peace_(1956_film)>,22
<http://dbpedia.org/resource/Eric_Tsang>,22
<http://dbpedia.org/resource/Christopher_Lee>,22
<http://dbpedia.org/resource/Nutty_Professor_II:_The_Klumps>,22
<http://dbpedia.org/resource/Cajuns>,22
<http://dbpedia.org/resource/Gelderland>,22
<http://dbpedia.org/resource/Hollywood_Squares>,22
<http://dbpedia.org/resource/Colombo>,22
<http://dbpedia.org/resource/Bergen>,22
<http://dbpedia.org/resource/Corbin_Bleu>,22
<http://dbpedia.org/resource/Leo_Bertos>,22
<http://dbpedia.org/resource/Bolt_(2008_film)>,22
<http://dbpedia.org/resource/Mulan_(1998_film)>,22
<http://dbpedia.org/resource/Sleepy_Hollow_(film)>,22
<http://dbpedia.org/resource/David_Morse_(actor)>,22
<http://dbpedia.org/resource/Catch-22_(film)>,22
<http://dbpedia.org/resource/University_of_South_Florida>,22
<http://dbpedia.org/resource/Minimal_techno>,22
<http://dbpedia.org/resource/Rogue_(company)>,22
"<http://dbpedia.org/resource/San_Bernardino_County,_California>",22
